,År,Antal
0,2007,0.650015
1,2008,0.740953
2,2009,1.162035
3,2010,0.983588
4,2011,0.992835
5,2012,1.030191
6,2013,1.026756
7,2014,0.940816
8,2015,0.732465
9,2016,0.784551
10,2017,0.943462
11,2018,0.85407
12,2019,1.006078
13,2020,0.962187
14,2021,0.693818
15,2022,0.712813
