,År,Antal
0,2007,32.81026
1,2008,32.331755
2,2009,32.28616
3,2010,33.478028
4,2011,35.724896
5,2012,31.775849
6,2013,35.019291
7,2014,37.221765
8,2015,32.754902
9,2016,36.178479
10,2017,36.102831
11,2018,37.649317
12,2019,36.49326
13,2020,34.843954
14,2021,32.995089
15,2022,33.311315
