,År,Antal
0,2007,2.280379
1,2008,2.454867
2,2009,3.474599
3,2010,5.117811
4,2011,6.615366
5,2012,12.401667
6,2013,7.612186
7,2014,6.635951
8,2015,17.527891
9,2016,3.594483
10,2017,3.215464
11,2018,2.579363
12,2019,3.177141
13,2020,2.59665
14,2021,2.418865
15,2022,2.764873
