,Navn,Antal
0,Kontor og økonomi,27551
1,Øvrige stillinger,26838
2,Handel og service,24762
3,Social og sundhed,22067
4,Ledelse og personale,20183
5,Undervisning,18900
6,Salg og kommunikation,17153
7,Ingeniør og teknik,14257
8,Industri og håndværk,11894
9,Informationsteknologi,10054
