,Navn,Antal
0,Øvrige stillinger,38297
1,Social og sundhed,35073
2,Kontor og økonomi,32164
3,Ledelse og personale,26177
4,Handel og service,24793
5,Undervisning,22895
6,Salg og kommunikation,21138
7,Industri og håndværk,19015
8,Ingeniør og teknik,18638
9,Informationsteknologi,16713
