,Navn,Antal
0,Storkøbenhavn,105074
1,Region Midtjylland,66758
2,Sydjylland,40628
3,Region Sjælland,32957
4,Region Nordjylland,23530
5,Nordsjælland,23356
6,Fyn,20723
7,Udlandet,7978
8,Grønland,2408
9,Bornholm,1492
10,Færøerne,83
