,Navn,Antal
0,Kontor og økonomi,45525
1,Social og sundhed,43602
2,Øvrige stillinger,40105
3,Ledelse og personale,35015
4,Handel og service,33608
5,Undervisning,29372
6,Industri og håndværk,28626
7,Salg og kommunikation,25577
8,Ingeniør og teknik,22468
9,Informationsteknologi,19037
