,Navn,Antal
0,Storkøbenhavn,104161
1,Region Midtjylland,56936
2,Sydjylland,30181
3,Region Sjælland,26032
4,Region Nordjylland,19861
5,Nordsjælland,19763
6,Fyn,17972
7,Udlandet,9277
8,Grønland,2722
9,Bornholm,1277
10,Skåne,243
11,Færøerne,87
