,Navn,Antal
0,Storkøbenhavn,137673
1,Region Midtjylland,84033
2,Sydjylland,46672
3,Region Sjælland,39451
4,Nordsjælland,32300
5,Region Nordjylland,29705
6,Fyn,27063
7,Udlandet,11427
8,Grønland,2946
9,Bornholm,1816
10,Færøerne,109
11,Skåne,97
