,Navn,Antal
0,Øvrige stillinger,34940
1,Kontor og økonomi,29769
2,Handel og service,24091
3,Social og sundhed,23804
4,Ledelse og personale,21872
5,Salg og kommunikation,20368
6,Ingeniør og teknik,18786
7,Industri og håndværk,17065
8,Undervisning,15353
9,Informationsteknologi,12355
