,Navn,Antal
0,Storkøbenhavn,100016
1,Region Midtjylland,46927
2,Sydjylland,26307
3,Region Sjælland,23834
4,Udlandet,17831
5,Region Nordjylland,17052
6,Nordsjælland,17000
7,Fyn,16071
8,Grønland,2528
9,Bornholm,840
10,Skåne,223
11,Færøerne,74
