,Navn,Antal
0,Storkøbenhavn,102882
1,Region Midtjylland,58884
2,Sydjylland,30753
3,Region Sjælland,28365
4,Nordsjælland,22905
5,Region Nordjylland,20196
6,Fyn,19492
7,Udlandet,7667
8,Grønland,2841
9,Bornholm,1160
10,Færøerne,75
11,Skåne,45
