,Navn,Antal
0,Storkøbenhavn,74243
1,Region Midtjylland,38806
2,Udlandet,28976
3,Sydjylland,21918
4,Region Sjælland,17621
5,Region Nordjylland,15054
6,Nordsjælland,13364
7,Fyn,12668
8,Skåne,7638
9,Grønland,2407
10,Bornholm,901
11,Færøerne,50
