,Navn,Antal
0,Social og sundhed,31130
1,Handel og service,25971
2,Kontor og økonomi,25457
3,Undervisning,24913
4,Øvrige stillinger,20183
5,Ledelse og personale,17602
6,Salg og kommunikation,12595
7,Industri og håndværk,10638
8,Ingeniør og teknik,9877
9,Informationsteknologi,7144
