,Navn,Antal
0,Storkøbenhavn,56124
1,Region Midtjylland,35365
2,Sydjylland,19401
3,Region Sjælland,16942
4,Region Nordjylland,12963
5,Fyn,12146
6,Nordsjælland,11866
7,Udlandet,6040
8,Grønland,2020
9,Bornholm,928
10,Færøerne,38
