,Navn,Antal
0,Kontor og økonomi,44819
1,Social og sundhed,44783
2,Øvrige stillinger,41884
3,Ledelse og personale,33905
4,Handel og service,31746
5,Industri og håndværk,29378
6,Undervisning,29150
7,Salg og kommunikation,24414
8,Ingeniør og teknik,22924
9,Informationsteknologi,19711
