,Navn,Antal
0,Storkøbenhavn,132015
1,Region Midtjylland,83541
2,Sydjylland,44992
3,Region Sjælland,39739
4,Nordsjælland,30702
5,Region Nordjylland,28208
6,Fyn,26316
7,Udlandet,9678
8,Grønland,2776
9,Bornholm,1982
10,Færøerne,103
11,Skåne,53
