,Navn,Antal
0,Øvrige stillinger,49777
1,Social og sundhed,48852
2,Kontor og økonomi,48468
3,Ledelse og personale,35154
4,Handel og service,35063
5,Industri og håndværk,31385
6,Undervisning,30944
7,Salg og kommunikation,25438
8,Ingeniør og teknik,23102
9,Informationsteknologi,21650
