,Navn,Antal
0,Kontor og økonomi,55053
1,Handel og service,48403
2,Social og sundhed,45820
3,Industri og håndværk,38479
4,Undervisning,36417
5,Ledelse og personale,30601
6,Øvrige stillinger,29851
7,Salg og kommunikation,22883
8,Ingeniør og teknik,22482
9,Informationsteknologi,16509
