,Navn,Antal
0,Storkøbenhavn,110233
1,Region Midtjylland,57219
2,Sydjylland,30221
3,Region Sjælland,28032
4,Nordsjælland,22624
5,Region Nordjylland,20850
6,Fyn,18941
7,Udlandet,9597
8,Grønland,3039
9,Bornholm,1178
10,Skåne,74
11,Færøerne,56
