,Navn,Antal
0,Social og sundhed,50101
1,Øvrige stillinger,45796
2,Kontor og økonomi,42524
3,Undervisning,35770
4,Ledelse og personale,31830
5,Handel og service,29820
6,Industri og håndværk,28714
7,Salg og kommunikation,22214
8,Ingeniør og teknik,20910
9,Informationsteknologi,20723
